"name","birth","death","won_award","country","age","field","profession"
"Paul Émile Appell",1850,"1930",1,"BEL",80,"Analysis","Teacher"
"John William Theodore Youngs",1910,"1970",1,"BGD",60,"Combinatorics","Researcher"
"Andrey Markov",1850,"1922",1,"RUS",72,"Probability","Statician"
"Ronald Fisher",1890,"1962",1,"BLZ",72,"Statistics","Biologist"
"Alfred Korzybski",1870,"1950",0,"JAM",80,"Applied Mathematics","Linguist"
"Ernst G. Straus",1920,"1983",0,"DEU",63,"Combinatorics","Teacher"
"Luigi Bodio",1840,"1920",0,"AFG",80,"Statistics","Statician"
"George Pólya",1880,"1985",0,"HUN",105,"Analysis","Statician"
"Enrico Betti",1820,"1892",0,"ITA",72,"Topology","Researcher"
"Richard Dedekind",1830,"1916",0,"AUS",86,"None","Philosopher"
"Ludwig Berwald",1880,"1942",0,"CZE",62,"Geometry","Teacher"
"Karl Menger",1900,"1985",1,"AUT",85,"General","Philosopher"
"Robin Gandy",1910,"1995",0,"GBR",85,"Logic","Philosopher"
"Leonard Jimmie Savage",1910,"1971",1,"USA",61,"General","Statician"
"Vladimir Markovich Entov",1930,"2008",0,"RUS",78,"Applied Mathematics","Physicist"
"William Thurston",1940,"2012",1,"ARG",72,"Topology","Researcher"
"Vasili Yakovlevich Zinger",1830,"1907",0,"RUS",77,"General","Botanist"
"Richard Courant",1880,"1972",1,"POL",92,"Analysis","Teacher"
"Mario Pieri",1860,"1913",0,"ITA",53,"Geometry","Philosopher"
"Fokko du Cloux",1950,"2006",0,"DEU",56,"Computer Science","Computer Scientist"
"Ralph P. Boas Jr.",1910,"1992",1,"AUS",82,"Analysis","Teacher"
"Robert Woodhouse",1770,"1827",1,"CAN",57,"Analysis","Teacher"
"John Hasbrouck Van Vleck",1890,"1980",1,"AUS",90,"Physics","Physicist"
"Samuel Karlin",1920,"2007",1,"USA",87,"Applied Mathematics","Statician"
"Hendrik Kloosterman",1900,"1968",0,"NLD",68,"Number Theory","Teacher"
"Alfréd Rényi",1920,"1970",1,"HUN",50,"Probability","Teacher"
"Pierre Fatou",1870,"1929",1,"FRA",59,"Analysis","Astronomer"
"Jean le Rond dAlembert",1710,"1783",1,"CAN",73,"General","Researcher"
"Blaise Pascal",1620,"1662",0,"FRA",42,"Probability","Philosopher"
"Ivan Petrovsky",1900,"1973",1,"RUS",73,"Analysis","Teacher"
"Jurij Vega",1750,"1802",0,"SVN",52,"Computer Science","Physicist"
"Jacques Hadamard",1860,"1963",1,"ARG",103,"Analysis","Teacher"
"Vladimir Arnold",1930,"2010",1,"UKR",80,"Analysis","Researcher"
"Georges Reeb",1920,"1993",0,"FRA",73,"General","Teacher"
"Galileo Galilei",1560,"1642",0,"COL",82,"Physics","Philosopher"
"Thomas Fincke",1560,"1656",0,"DEU",96,"Geometry","Physicist"
"Pelageya Polubarinova-Kochina",1890,"1999",1,"KAZ",109,"Physics","Historian"
"Dmitrii Menshov",1890,"1988",1,"RUS",98,"Analysis","Teacher"
"David A. Huffman",1920,"1999",1,"AUS",79,"Computer Science","Teacher"
"Paul Lévy (mathematician)",1880,"1971",1,"CAN",91,"Probability","Engineer"
"Friedrich Hirzebruch",1920,"2012",1,"DEU",92,"General","Teacher"
"Anatoliy Skorokhod",1930,"2011",1,"BGR",81,"Probability","Teacher"
"W. R. (Red) Alford",1930,"2003",0,"CHN",73,"Number Theory","Lawyer"
"Hermann Minkowski",1860,"1909",1,"LTU",49,"Geometry","Researcher"
"Edwin Hewitt",1920,"1999",1,"USA",79,"Analysis","Teacher"
"Paul Lorenzen",1910,"1994",1,"BEL",84,"Logic","Philosopher"
"Israel Nathan Herstein",1920,"1988",1,"POL",68,"None","Teacher"
"Hermann Rothe",1880,"1923",0,"AUT",43,"Algebra","Teacher"
"Herbert Busemann",1900,"1994",0,"COL",94,"Geometry","Teacher"
"Harry Bateman",1880,"1946",1,"BOL",66,"General","Teacher"
"Robert Giffen",1830,"1910",1,"GBR",80,"Statistics","Statician"
"Ernst Schröder",1840,"1902",0,"DEU",62,"General","Teacher"
"Paul A. Catlin",1940,"1995",0,"CAN",55,"Combinatorics","Teacher"
"Carlo Emilio Bonferroni",1890,"1960",0,"ITA",70,"Probability","Statician"
"Charles Spearman",1860,"1945",1,"BLZ",85,"Applied Mathematics","Statician"
"Martin Gardner",1910,"2010",0,"PAK",100,"General","Writer"
"Hans Zassenhaus",1910,"1991",0,"CHE",81,"Algebra","Teacher"
"Nikolay Mitrofanovich Krylov",1870,"1955",1,"RUS",85,"Physics","Physicist"
"Federico Commandino",1500,"1575",0,"ITA",75,"General","Historian"
"Zdenek Frolík",1930,"1989",0,"CZE",59,"Topology","Researcher"
"Detlef Gromoll",1930,"2008",0,"COL",78,"Geometry","Teacher"
"Gabriel Mouton",1610,"1694",0,"ATG",84,"General","Researcher"
"Eric Harold Neville",1880,"1961",0,"BLZ",81,"General","Teacher"
"Traian Lalescu",1880,"1929",0,"ROU",49,"Analysis","Teacher"
"Pietro Mengoli",1620,"1686",0,"ITA",66,"General","Teacher"
"William Feller",1900,"1970",1,"BIH",70,"Probability","Teacher"
"Nikoloz Muskhelishvili",1890,"1976",1,"GEO",86,"Analysis","Scientist"
"François Arago",1780,"1853",1,"FRA",73,"Physics","Researcher"
"Johannes van der Corput",1890,"1975",0,"NLD",85,"Number Theory","Teacher"
"Jean-Christophe Yoccoz",1950,"2016",1,"CAN",66,"General","Teacher"
"Louis Bachelier",1870,"1946",0,"CAN",76,"Probability","Economist"
"Vyacheslav Ivanovich Lebedev",1930,"2010",1,"RUS",80,"Computer Science","Teacher"
"Theodor Vahlen",1860,"1945",0,"AUT",85,"Number Theory","Politician"
"Heinrich Franz Friedrich Tietze",1880,"1964",1,"AUT",84,"Algebra","Teacher"
"Henry Thomas Colebrooke",1760,"1837",1,"BLZ",77,"Applied Mathematics","Historian"
"Colin Maclaurin",1690,"1746",1,"BLZ",56,"General","Physicist"
"Alfred Brauer",1890,"1985",0,"DEU",95,"Number Theory","Teacher"
"Gösta Mittag-Leffler",1840,"1927",0,"SWE",87,"General","Teacher"
"W. V. D. Hodge",1900,"1975",1,"GBR",75,"General","Astronomer"
"James Hopwood Jeans",1870,"1946",1,"GBR",76,"Physics","Physicist"
"Satyendra Nath Bose",1890,"1974",1,"IND",84,"Physics","Researcher"
"Willem de Sitter",1870,"1934",1,"NLD",64,"Physics","Researcher"
"Ismaël Bullialdus",1600,"1694",1,"CHN",94,"Physics","Researcher"
"Ellice Horsburgh",1870,"1935",1,"AUS",65,"Applied Mathematics","Engineer"
"François Thureau-Dangin",1870,"1944",0,"CAN",74,"Applied Mathematics","Archaeologist"
"Rajeev Motwani",1960,"2009",1,"IND",49,"Computer Science","Computer Scientist"
"Akif Jafar Hajiyev",1930,"2015",0,"AZE",85,"Analysis","Teacher"
"Monroe D. Donsker",1920,"1991",0,"AUS",71,"Probability","Teacher"
"Edwin Thompson Jaynes",1920,"1998",0,"AUS",78,"Statistics","Statician"
"John Alan Robinson",1930,"2016",1,"BRB",86,"General","Computer Scientist"
"Gabriel Lamé",1790,"1870",1,"FRA",80,"General","Physicist"
"Peter Ludwig Mejdell Sylow",1830,"1918",1,"DNK",88,"Algebra","Teacher"
"Nicolaus I Bernoulli",1680,"1759",1,"BEL",79,"Probability","Teacher"
"Denis Sargan",1920,"1996",0,"AUS",76,"Applied Mathematics","Statician"
"George Green (mathematician)",1790,"1841",0,"CAN",51,"Analysis","Physicist"
"Paul Gustav Heinrich Bachmann",1830,"1920",0,"COL",90,"Algebra","Historian"
"Henri Brocard",1840,"1922",1,"FRA",82,"Geometry","Geologist"
"Alfred Horn",1910,"2001",0,"USA",91,"Algebra","Teacher"
"Olga Ladyzhenskaya",1920,"2004",1,"RUS",84,"Analysis","Teacher"
"Heiner Zieschang",1930,"2004",1,"BEL",74,"Topology","Researcher"
"Joseph Liouville",1800,"1882",1,"FRA",82,"Analysis","Politician"
"Joseph L. Doob",1910,"2004",1,"COL",94,"Probability","Teacher"
"Johann Benedict Listing",1800,"1882",0,"DEU",82,"Topology","Researcher"
"Alexander Friedmann",1880,"1925",1,"RUS",45,"Physics","Physicist"
"Vladimir Andrunakievich",1910,"1997",1,"RUS",87,"None","Teacher"
"Andrzej Grzegorczyk",1920,"2014",0,"JAM",94,"Logic","Teacher"
"Nicolas Léonard Sadi Carnot",1790,"1832",0,"CAN",42,"Physics","Physicist"
"Lorenzo Mascheroni",1750,"1800",0,"ITA",50,"Geometry","Writer"
"Arnold S. Shapiro",1920,"1962",0,"BOL",42,"Topology","Researcher"
"Paul Epstein",1870,"1939",0,"DEU",69,"Number Theory","Teacher"
"Sylvestre François Lacroix",1760,"1843",0,"CAN",83,"General","Teacher"
"Aizik Volpert",1920,"2006",0,"UKR",86,"Analysis","Engineer"
"Erika Pannwitz",1900,"1975",0,"DEU",75,"Topology","Researcher"
"Alexander Ostrowski",1890,"1986",0,"RUS",96,"None","Teacher"
"Baha<U+02BE> al-din al-<U+02BF>Amili",1540,"1622",0,"LBN",82,"General","Scientist"
"Raphael M. Robinson",1910,"1995",0,"USA",85,"Combinatorics","Philosopher"
"Stephen Cole Kleene",1900,"1994",1,"GBR",94,"Computer Science","Computer Scientist"
"Leonard Eugene Dickson",1870,"1954",1,"PNG",84,"None","Historian"
"Hanna Neumann",1910,"1971",0,"COL",61,"Algebra","Scientist"
"Richard Lashof",1920,"2010",0,"BRA",90,"Topology","Researcher"
"Paolo Ruffini",1760,"1822",0,"ITA",62,"None","Doctor"
"Jurjen Ferdinand Koksma",1900,"1964",0,"NLD",64,"Number Theory","Teacher"
"Hermann Hankel",1830,"1873",0,"BEL",43,"Analysis","Historian"
"Sarvadaman Chowla",1900,"1995",1,"BLZ",95,"Number Theory","Teacher"
"Paul-André Meyer",1930,"2003",1,"FRA",73,"Probability","Teacher"
"Alexander Gelfond",1900,"1968",1,"RUS",68,"Number Theory","Teacher"
"James Clerk Maxwell",1830,"1879",1,"GBR",49,"Physics","Researcher"
"Ruan Yuan",1760,"1849",0,"CHN",89,"Applied Mathematics","Historian"
"Jerzy Neyman",1890,"1981",1,"IDN",91,"Analysis","Philosopher"
"Camille Jordan",1830,"1922",1,"ATG",92,"Algebra","Engineer"
"Abraham Adrian Albert",1900,"1972",1,"BLZ",72,"None","Teacher"
"Tatyana Afanasyeva",1870,"1964",0,"RUS",94,"Probability","Physicist"
"Carl Ludwig Siegel",1890,"1981",1,"COL",91,"Number Theory","Teacher"
"Paul Finsler",1890,"1970",0,"DEU",80,"Geometry","Teacher"
"Józef Maria Hoene-Wronski",1770,"1853",0,"POL",83,"General","Philosopher"
"Niels Henrik Abel",1800,"1829",1,"NOR",29,"Algebra","Teacher"
"Kiyosi Itô",1910,"2008",1,"JPN",98,"Probability","Teacher"
"Ernesto Cesàro",1850,"1906",0,"ITA",56,"Geometry","Teacher"
"Mary Ellen Rudin",1920,"2013",0,"USA",93,"Topology","Researcher"
"Kiiti Morita",1910,"1995",0,"JPN",85,"None","Researcher"
"Jagdish Chandra Bose",1850,"1937",1,"IND",87,"Physics","Botanist"
"Antoni Zygmund",1900,"1992",1,"JAM",92,"Analysis","Teacher"
"Girard Desargues",1590,"1661",0,"ATG",71,"Geometry","Architect"
"Erhard Schmidt",1870,"1959",1,"EST",89,"Applied Mathematics","Teacher"
"Ferdinand Georg Frobenius",1840,"1917",0,"DEU",77,"None","Teacher"
"Horst Schubert",1910,"2001",0,"DEU",91,"Topology","Researcher"
"Joseph Bertrand",1820,"1900",1,"CAN",80,"Probability","Economist"
"Ferdinand Minding",1800,"1885",1,"POL",85,"Geometry","Teacher"
"Richard Brauer",1900,"1977",1,"DEU",77,"Algebra","Teacher"
"Patrick Suppes",1920,"2014",1,"PAK",94,"Combinatorics","Philosopher"
"José Luis Massera",1910,"2002",1,"AUS",92,"Analysis","Politician"
"Ernest Barnes",1870,"1953",1,"GBR",83,"General","Priest"
"Karl F. Sundman",1870,"1949",0,"FIN",79,"General","Astronomer"
"André Weil",1900,"1998",1,"CAN",98,"Geometry","Historian"
"Hans Heilbronn",1900,"1975",1,"COL",75,"Number Theory","Teacher"
"Grigore Moisil",1900,"1973",1,"ROU",73,"Logic","Computer Scientist"
"Paul Bernays",1880,"1977",0,"BLZ",97,"Logic","Philosopher"
"Alfred Pringsheim",1850,"1941",0,"LTU",91,"General","Teacher"
"Vito Volterra",1860,"1940",1,"AUS",80,"Analysis","Physicist"
"Ilya Piatetski-Shapiro",1920,"2009",1,"RUS",89,"Number Theory","Teacher"
"Shimon Even",1930,"2004",0,"ISR",74,"Combinatorics","Cryptographer"
"Yuri Prokhorov",1920,"2013",1,"RUS",93,"Probability","Teacher"
"Joseph Wedderburn",1880,"1948",1,"GBR",68,"None","Engineer"
"Johann Euler",1730,"1800",1,"RUS",70,"General","Astronomer"
"Karl Wilhelm Feuerbach",1800,"1834",0,"DEU",34,"Geometry","Teacher"
"Boris Koyalovich",1860,"1941",0,"RUS",81,"Probability","Chess Player"
"Lars Gårding",1910,"2014",0,"SWE",104,"Analysis","Teacher"
"Eugenio Elia Levi",1880,"1917",0,"BLR",37,"Analysis","Teacher"
"Ada Lovelace",1810,"1852",0,"BLZ",42,"Computer Science","Programmer"
"Pierre Varignon",1650,"1722",1,"ESP",72,"Analysis","Priest"
"Yutaka Taniyama",1920,"1958",0,"IND",38,"Number Theory","Teacher"
"Jakow Trachtenberg",1880,"1953",0,"UKR",73,"General","Inventor"
"Abel Transon",1800,"1876",1,"ARG",76,"General","Writer"
"Friedrich Bessel",1780,"1846",1,"AUS",66,"General","Researcher"
"Alfred Young",1870,"1940",1,"GBR",70,"Combinatorics","Priest"
"Johan Jensen (mathematician)",1850,"1925",0,"DNK",75,"Number Theory","Engineer"
"Kenjiro Shoda",1900,"1977",1,"JPN",77,"General","Teacher"
"Pieter Hendrik Schoute",1840,"1913",0,"NLD",73,"Geometry","Teacher"
"Pavel Alexandrov",1890,"1982",1,"RUS",92,"Topology","Teacher"
"Horst Sachs",1920,"2016",1,"DEU",96,"Combinatorics","Historian"
"Kari Karhunen",1910,"1992",0,"FIN",82,"Probability","Statician"
"Adrien-Marie Legendre",1750,"1833",1,"CAN",83,"Number Theory","Teacher"
"Pierre Gabriel",1930,"2015",0,"FRA",85,"General","Teacher"
"Robert Richard Anstice",1810,"1853",0,"GBR",43,"Combinatorics","Priest"
"Louis Poinsot",1770,"1859",1,"AUS",89,"Physics","Physicist"
"Karl Weissenberg",1890,"1976",1,"AUT",86,"Physics","Physicist"
"Jovan Karamata",1900,"1967",0,"BIH",67,"Analysis","Teacher"
"Johannes Fallati",1800,"1855",0,"DEU",55,"Statistics","Statician"
"Jacques Herbrand",1900,"1931",0,"CAN",31,"Logic","Philosopher"
"Robert Fricke",1860,"1930",0,"DEU",70,"Analysis","Teacher"
"Gabriel Andrew Dirac",1920,"1984",0,"HUN",64,"Combinatorics","Teacher"
"Jérôme Franel",1850,"1939",0,"CHE",89,"Number Theory","Teacher"
"Agner Krarup Erlang",1870,"1929",0,"AUS",59,"Applied Mathematics","Engineer"
"Cathleen Synge Morawetz",1920,"2017",1,"AUS",97,"Analysis","Teacher"
"Kosaku Yosida",1900,"1990",1,"JPN",90,"Analysis","Teacher"
"Constantin Carathéodory",1870,"1950",0,"COL",80,"Analysis","Teacher"
"Charles Babbage",1790,"1871",1,"BLZ",81,"General","Computer Scientist"
"Georges de Rham",1900,"1990",1,"CHE",90,"Topology","Researcher"
"Henry John Stephen Smith",1820,"1883",1,"AUS",63,"Number Theory","Teacher"
"Wilhelm Klingenberg",1920,"2010",0,"AUT",90,"Geometry","Teacher"
"Édouard Roche",1820,"1883",1,"FRA",63,"Physics","Researcher"
"Nicolas de Malézieu",1650,"1727",0,"CAN",77,"Applied Mathematics","Writer"
"Anatoli Georgievich Vitushkin",1930,"2004",1,"RUS",74,"Computer Science","Computer Scientist"
"Emil Grosswald",1910,"1989",0,"ROU",79,"Analysis","Teacher"
"H. F. Baker",1860,"1956",1,"AUS",96,"Analysis","Astronomer"
"James Waddell Alexander II",1880,"1971",1,"USA",91,"Topology","Researcher"
"Martin Ohm",1790,"1872",0,"DEU",82,"General","Teacher"
"Luigi Bianchi",1850,"1928",0,"CHN",78,"Geometry","Teacher"
"Frank P. Ramsey",1900,"1930",0,"AUS",30,"Combinatorics","Philosopher"
"Jakob Rosanes",1840,"1922",0,"BLR",82,"Geometry","Chess Player"
"E. T. Whittaker",1870,"1956",1,"AUS",86,"General","Astronomer"
"Emanuel Lasker",1860,"1941",1,"POL",81,"None","Chess Player"
"Willebrord Snellius",1580,"1626",0,"NLD",46,"General","Researcher"
"Paul Olum",1910,"2001",0,"USA",91,"Topology","Researcher"
"Sophus Lie",1840,"1899",1,"NOR",59,"Algebra","Teacher"
"Bronislaw Knaster",1890,"1980",0,"JAM",90,"Topology","Researcher"
"Jacobus Golius",1590,"1667",0,"NLD",77,"Applied Mathematics","Teacher"
"Gordon Thomas Whyburn",1900,"1969",1,"USA",69,"Topology","Researcher"
"Eduard Heine",1820,"1881",0,"COL",61,"Analysis","Teacher"
"Zoltán Tibor Balogh",1950,"2002",0,"HUN",52,"Topology","Researcher"
"Gerolamo Cardano",1500,"1576",0,"COL",76,"General","Researcher"
"Dmitri Egorov",1860,"1931",1,"RUS",71,"Geometry","Teacher"
"William Kingdon Clifford",1840,"1879",1,"AUS",39,"None","Philosopher"
"Paul Stäckel",1860,"1919",0,"COL",59,"Geometry","Historian"
"Peter M. Gruber",1940,"2017",1,"AUT",77,"Geometry","Teacher"
"Émile Lemoine",1840,"1912",1,"FRA",72,"Geometry","Engineer"
"Aleksandr Lyapunov",1850,"1918",0,"RUS",68,"Analysis","Physicist"
"Otto Schilling",1910,"1973",0,"DEU",63,"None","Teacher"
"Mstislav Keldysh",1910,"1978",1,"AFG",68,"General","Engineer"
"Lazarus Fuchs",1830,"1902",1,"ITA",72,"Analysis","Teacher"
"Karel deLeeuw",1930,"1978",0,"BLZ",48,"Analysis","Teacher"
"Marian Rejewski",1900,"1980",1,"POL",80,"General","Cryptographer"
"Emmy Noether",1880,"1935",1,"DEU",55,"None","Physicist"
"Edward Bromhead",1780,"1855",0,"AUS",75,"Analysis","Botanist"
"Peter Tait (physicist)",1830,"1901",1,"AUS",71,"Physics","Physicist"
"Lucien Le Cam",1920,"2000",0,"FRA",80,"Probability","Statician"
"Ingram Olkin",1920,"2016",1,"USA",96,"Combinatorics","Statician"
"Arthur Lyon Bowley",1860,"1957",1,"CAN",97,"Applied Mathematics","Statician"
"George David Birkhoff",1880,"1944",0,"USA",64,"Topology","Researcher"
"J. H. van Lint",1930,"2004",1,"IDN",74,"Combinatorics","Teacher"
"Felice Casorati (mathematician)",1830,"1890",0,"COL",60,"Analysis","Teacher"
"Nicholas Metropolis",1910,"1999",1,"BLZ",89,"Physics","Physicist"
"Chris Heyde",1930,"2008",0,"AUS",78,"Probability","Statician"
"Raoul Bott",1920,"2005",1,"HUN",85,"Geometry","Physicist"
"Boris Vladimirovich Gnedenko",1910,"1995",1,"RUS",85,"Probability","Historian"
"Eberhard Hopf",1900,"1983",1,"AUT",83,"Topology","Researcher"
"Abraham Fraenkel",1890,"1965",1,"DEU",75,"Combinatorics","Teacher"
"Hans Hahn (mathematician)",1870,"1934",1,"AUT",64,"Combinatorics","Philosopher"
"Raoul Bricard",1870,"1943",1,"CAN",73,"Geometry","Engineer"
"Egbert van Kampen",1900,"1942",0,"BEL",42,"Topology","Researcher"
"Elwin Bruno Christoffel",1820,"1900",0,"DEU",80,"Geometry","Physicist"
"Grégoire de Saint-Vincent",1580,"1667",0,"BEL",87,"Geometry","Priest"
"Victor Puiseux",1820,"1883",0,"FRA",63,"General","Astronomer"
"Georg Scheffers",1860,"1945",0,"DEU",85,"Geometry","Teacher"
"Michel Loève",1900,"1979",0,"AUS",79,"Probability","Statician"
"Stanislaw Jaskowski",1900,"1965",0,"JAM",65,"Logic","Philosopher"
"Jean-Étienne Montucla",1720,"1799",0,"ATG",79,"Applied Mathematics","Historian"
"Leopold Gegenbauer",1840,"1903",0,"AUT",63,"General","Teacher"
"Olaus Henrici",1840,"1918",1,"DEU",78,"General","Teacher"
"August Adler",1860,"1923",0,"CZE",63,"Geometry","Astronomer"
"Sergei Sobolev",1900,"1989",1,"RUS",89,"Physics","Teacher"
"Stefan Mazurkiewicz",1880,"1945",0,"JAM",65,"Analysis","Researcher"
"Carl Benjamin Boyer",1900,"1976",1,"USA",76,"Applied Mathematics","Historian"
"John Selfridge",1920,"2010",0,"USA",90,"Number Theory","Teacher"
"Louis J. Mordell",1880,"1972",1,"BRA",92,"Number Theory","Teacher"
"Friedrich Wilhelm Levi",1880,"1966",0,"FRA",86,"Algebra","Teacher"
"Sergey Mergelyan",1920,"2008",1,"UKR",88,"Analysis","Scientist"
"Pierre de Fermat",1600,"1665",0,"FRA",65,"Number Theory","Lawyer"
"Giuseppe Vitali",1870,"1932",0,"ITA",62,"Analysis","Teacher"
"John Maynard Smith",1920,"2004",1,"BLZ",84,"Applied Mathematics","Biologist"
"László Rédei",1900,"1980",1,"HUN",80,"None","Teacher"
"Boris Levin",1900,"1993",0,"UKR",93,"Analysis","Teacher"
"Margherita Piazzola Beloch",1870,"1976",0,"ITA",106,"Geometry","Teacher"
"L. E. J. Brouwer",1880,"1966",1,"NLD",86,"Analysis","Philosopher"
"Ernst Meissel",1820,"1895",0,"DEU",75,"Number Theory","Researcher"
"Kurt Reidemeister",1890,"1971",0,"AUS",81,"Topology","Researcher"
"Samuel Dickstein (mathematician)",1850,"1939",0,"JAM",89,"None","Teacher"
"Vojtech Jarník",1890,"1970",0,"CZE",80,"Physics","Teacher"
"Wassily Hoeffding",1910,"1991",0,"CAN",81,"Probability","Statician"
"Giovanni Battista Amici",1780,"1863",1,"ITA",83,"Physics","Biologist"
"George Boole",1810,"1864",1,"ARG",54,"Logic","Philosopher"
"Martin Kneser",1920,"2004",1,"DEU",84,"Number Theory","Teacher"
"Antoine Augustin Cournot",1800,"1877",0,"AUT",77,"Applied Mathematics","Economist"
"Richard von Mises",1880,"1953",0,"UKR",73,"Probability","Physicist"
"Max Mason",1870,"1961",0,"CAN",91,"Analysis","Physicist"
"Kazimierz Bartel",1880,"1941",1,"UKR",61,"General","Police"
"Willem Jacob van Stockum",1910,"1944",0,"NLD",34,"Physics","Researcher"
"Alexander Esenin-Volpin",1920,"2016",0,"RUS",96,"Logic","Writer"
"Ruslan Stratonovich",1930,"1997",1,"RUS",67,"Probability","Physicist"
"Virgil Snyder",1860,"1950",0,"MYS",90,"Geometry","Teacher"
"Kentaro Yano (mathematician)",1910,"1993",0,"JPN",83,"Geometry","Teacher"
"Wladyslaw Orlicz",1900,"1990",0,"POL",90,"Applied Mathematics","Researcher"
"Boleslav Mlodzeevskii",1850,"1923",0,"RUS",73,"Geometry","Teacher"
"Leonhard Euler",1700,"1783",0,"BEL",83,"Analysis","Physicist"
"Abdus Salam",1920,"1996",1,"IND",76,"Physics","Teacher"
"Corrado Gini",1880,"1965",0,"ITA",85,"Applied Mathematics","Statician"
"John Henry Poynting",1850,"1914",1,"BOL",64,"Physics","Teacher"
"Edward Waring",1730,"1798",1,"GBR",68,"Number Theory","Teacher"
"Johann Heinrich Lambert",1720,"1777",0,"FRA",57,"Physics","Astronomer"
"Caroline Herschel",1750,"1848",1,"CAN",98,"Physics","Researcher"
"Walther von Dyck",1850,"1934",1,"DEU",84,"Combinatorics","Teacher"
"André-Marie Ampère",1770,"1836",1,"ATG",66,"Physics","Researcher"
"Eugène Charles Catalan",1810,"1894",0,"BEL",84,"Combinatorics","Teacher"
"Otto Blumenthal",1870,"1944",0,"DEU",74,"General","Teacher"
"Hirotugu Akaike",1920,"2009",1,"JPN",89,"Statistics","Statician"
"Alexandre-Théophile Vandermonde",1730,"1796",0,"CAN",66,"None","Chemist"
"Jack Kiefer (statistician)",1920,"1981",1,"COL",61,"General","Statician"
"George Batchelor",1920,"2000",1,"AUS",80,"Physics","Physicist"
"Petr Vopenka",1930,"2015",1,"CZE",85,"Combinatorics","Historian"
"Peter Gavin Hall",1950,"2016",1,"AUS",66,"Probability","Statician"
"Sophie Germain",1770,"1831",1,"CAN",61,"Number Theory","Physicist"
"Roger Cotes",1680,"1716",1,"GBR",36,"Analysis","Astronomer"
"Gilles de Roberval",1600,"1675",0,"FRA",75,"General","Researcher"
"Lorenz Leonard Lindelöf",1820,"1908",0,"FIN",88,"Geometry","Politician"
"Pasquale del Pezzo",1850,"1936",0,"COL",86,"Geometry","Politician"
"John Wilson (mathematician)",1740,"1793",1,"GBR",53,"Number Theory","Lawyer"
